g_uk_datazone,g_uk_easting,g_uk_northing
E01026885,610848.3,299074.1
E01024072,610844.3,166837.7
E01024060,610818.1,165683.7
E01024070,610530,166387.5
E01024052,610439.2,154365.8
E01029870,610436.8,233557.2
E01026548,610430.6,323281.5
E01024546,610353.6,138153.3
E01024106,610346.8,165486.1
E01026871,610322.9,302447.4
E01024107,610223,164727.6
E01024486,609980.1,129276.8
E01022015,609974.3,231934.7
E01022014,609839.3,231062.6
E01026931,609821.6,280534.8
E01024105,609641.6,165200.1
E01029883,609638.6,235952.8
E01022046,609526.6,215103.2
E01024109,609513.7,164077.8
E01026547,609308.4,322775.4
E01029903,609268.9,238310.8
E01030055,609244.8,272461.3
E01022053,609151.5,221174.3
E01029904,609133.9,238243.7
E01021981,609131.6,216928.6
E01029877,609098.3,242960.2
E01024487,609058.9,127709.7
E01030059,609041.6,266238.4
E01030062,609037.8,254426.7
E01022013,608881,231174.7
E01021979,608785.3,217494.8
E01026873,608701.7,282636.7
E01024015,608693.1,142215.3
E01030061,608682,254899.2
E01024488,608629,127392.7
E01021982,608568.3,216559.5
E01024533,608563.7,119558.8
E01024108,608486.5,164959.2
E01026742,608397.3,339044.5
E01030060,608333.1,255473.1
E01026741,608270.9,342485.2
E01021980,608264.8,217044
E01021983,608240.8,217871.1
E01024537,608195.8,123884.6
E01024532,608144.9,121879.3
E01026481,608105.1,312589.7
E01024538,608100.5,124718.3
E01030041,607970.1,250581.2
E01026743,607902.1,338552.3
E01030054,607728.3,275609.2
E01022051,607585.6,225046.9
E01029882,607430.1,234654.5
E01026948,607327.6,300477.3
E01026947,607240.8,307008.3
E01023987,607161.9,154456
E01024013,607109,138978.5
E01030081,607071.3,259591.5
E01026421,606909.3,291123.7
E01024539,606728.7,124849.1
E01021967,606600.8,221448.7
E01024540,606528.3,125178
E01026448,606402.2,295916
E01021972,606398.8,228345.4
E01024558,606351,158843.3
E01022052,606260.4,224618.1
E01026730,606040.5,332530.2
E01024557,606027.4,159285.8
E01024556,606010.4,161637.2
E01024041,605946.4,146134.1
E01023988,605907,152232.6
E01021656,605858.3,232399.8
E01024549,605854.9,128724.7
E01030074,605757.4,258839.1
E01029905,605607.2,236111.8
E01030078,605542.3,257420.5
E01030037,605516.2,262772.6
E01026436,605425.7,319644.2
E01030038,605425.5,266892.5
E01026522,605297.4,325908.4
E01026423,605164.8,294677.2
E01024040,605123.5,146792.4
E01030071,605022.1,258396.5
E01030080,604853.1,257597.9
E01026480,604831.3,311046.7
E01026479,604804.1,312309.2
E01030067,604660.8,275595.3
E01030079,604652.3,257303.8
E01026449,604621.9,295444.9
E01030076,604518.3,259461.8
E01024535,604440.8,121059.2
E01030077,604398.1,259135
E01021739,604278.1,222109.8
E01021737,604274,223159.3
E01030073,604239.1,258595.4
E01026435,604199.3,288982.1
E01026447,604198.4,295409.4
E01021971,604111.6,229181.2
E01030039,604058.8,268681.8
E01024014,604041.9,135293.2
E01029895,604040.4,242070.1
E01024534,603994.2,120590.7
E01026450,603958.5,294965.2
E01030066,603946.7,276353.7
E01021740,603897.6,222582
E01021738,603884,221662.3
E01026422,603873.1,294228
E01026739,603833.3,340062.2
E01030072,603727.3,258817.3
E01030075,603703.8,259579
E01026494,603660.4,282861.5
E01030070,603653.6,251403.9
E01030069,603610.9,255069
E01021736,603549.1,223177.6
E01024004,603480.6,142296.7
E01026910,603407.1,301441.9
E01023996,603224.4,141123.8
E01023995,603183.3,141581
E01029894,603133.2,241965.9
E01024034,603084.7,139087.3
E01024555,603030.4,156872.2
E01021657,603005.8,221697.7
E01029896,602968.5,242404.2
E01021705,602850.3,225792.9
E01024580,602835.1,170405.3
E01021655,602820,231906.9
E01029892,602740.2,242649.3
E01021698,602717.1,225264.5
E01024003,602708.6,142406.5
E01029893,602676.8,243187.9
E01026729,602652.9,331155.6
E01024005,602623.2,141990.5
E01023972,602540.8,141658.3
E01026461,602537.8,316679.5
E01026484,602518.1,308071.7
E01024552,602458.1,161169.4
E01021694,602442.8,217317.8
E01021696,602330.4,225426
E01026909,602318.8,302188.4
E01029911,602296.6,246131.4
E01021700,602291.1,224876.4
E01021708,602275.4,226749.1
E01024000,602251.6,144230.6
E01023999,602231.8,145090.5
E01021733,602194.2,213428.3
E01024018,602165.9,140902.5
E01024581,602130.5,171651.5
E01030056,602122.4,262661.6
E01024551,602065.1,161147.5
E01021697,602038.4,225800.6
E01024625,601987.8,160499.2
E01023973,601969.9,141540.1
E01021707,601935.3,226293.9
E01021731,601899.3,212749.6
E01021701,601888.5,224593.9
E01026420,601864.5,297322.9
E01024023,601840.8,142631.9
E01021699,601819.5,225349
E01029902,601787.7,239299.1
E01023983,601724.6,144262.2
E01021667,601684.9,222823.5
E01024553,601680.3,161383.8
E01023982,601676.7,146145.4
E01021709,601614.4,226696.1
E01021710,601576.4,227377.2
E01023984,601454.1,144312.7
E01021664,601420.1,223772.3
E01021732,601411.6,213178.6
E01024563,601404.8,161948.8
E01023980,601376.7,144857
E01030063,601374.9,258454.6
E01024007,601366.5,139184.1
E01021704,601365.5,225749.6
E01021703,601302.4,226133.2
E01021706,601301.9,225222.7
E01024602,601264.4,161285
E01021666,601253.4,223418.1
E01024626,601219,160660.7
E01021670,601216.4,227504.2
E01021685,601209.8,224579.6
E01021735,601203.8,212650
E01024021,601202,143238
E01024027,601141.4,142588.5
E01021658,601106.1,221411
E01021695,601059.1,219213.1
E01021669,601006.9,227878.8
E01021672,600974.1,228543.4
E01024002,600970,141647.1
E01024006,600941.7,139734.3
E01024564,600922.8,162188.4
E01021702,600903.4,226021.6
E01024603,600895.6,161134.7
E01024022,600809.7,143489.6
E01030068,600805.4,272286.1
E01021671,600765.3,227257.3
E01024605,600749.4,161487.9
E01021687,600728.6,224584.1
E01026430,600682.3,313532.5
E01021734,600661.6,213101
E01021668,600645.6,227876.8
E01026482,600643.9,321765.7
E01021648,600627.7,225248.7
E01023981,600584.1,144349.1
E01021665,600565,223559.1
E01021688,600542.6,224269.2
E01021684,600519.8,224003.2
E01024001,600510.1,140901.8
E01021640,600477.6,222357
E01024029,600455.3,141853.9
E01024604,600439.6,161813.9
E01021686,600370.6,224702.1
E01023992,600326.1,142987.1
E01021641,600296.9,221991.3
E01024627,600270.6,161046.5
E01023989,600260,149483.2
E01021637,600213.6,223133.4
E01024008,600166.6,139989.4
E01026460,600164.5,317691.3
E01021647,600120.5,225892.9
E01023976,600068.9,141155
E01021682,600035.9,228336.7
E01021638,600009.9,222478.8
E01021642,599884.3,223728.4
E01024019,599867.7,140653.6
E01021639,599858.3,221881.3
E01023975,599822,141573.1
E01021683,599764.5,224664.4
E01024037,599738.1,133408.6
E01024028,599719.5,142189.6
E01026427,599688.7,312116.2
E01026485,599673.4,306574.5
E01024548,599654.2,126896.9
E01021907,599596,204732
E01021649,599595.7,225183.6
E01026439,599584.3,286336
E01024020,599575.3,140845.1
E01023974,599552.3,141714.6
E01024565,599476.8,157191.5
E01021679,599465,226773.1
E01023991,599424.1,143589.8
E01023993,599420.4,142995.7
E01021650,599369.7,225835.8
E01023977,599353.4,141220.4
E01026441,599320.1,283283.9
E01026429,599235.6,313509.2
E01024016,599211.4,141963.7
E01024030,599190.1,140426.1
E01030050,599152.3,263857.6
E01021651,599128.9,224583
E01024618,599119.1,171562.5
E01021680,599117.7,227752.3
E01021659,599071.6,231476.5
E01021646,599068.1,225271.2
E01026426,599066.1,313255.8
E01026419,599061.9,298029.9
E01026431,598944,314335.8
E01030051,598933.5,263554.3
E01030096,598920.9,276324.3
E01024017,598865.4,141409.1
E01021717,598826,223788.3
E01026425,598759.9,312675.4
E01026432,598723.1,311843.2
E01029876,598689.3,251435.4
E01021652,598687.8,224664.4
E01026434,598660.9,311337.6
E01021712,598637.6,222911.2
E01030097,598627.9,278744.1
E01030040,598605.3,268708
E01021716,598567.2,222500.4
E01026483,598567.2,323178
E01026765,598523.9,339332
E01021681,598410.1,226896.3
E01021653,598367.1,224173.2
E01026428,598291.1,313866
E01026433,598236.4,311451.7
E01026788,598196.5,333679.9
E01021714,598143,222417.9
E01026454,598097.1,312797
E01023994,598047.9,141688.2
E01021676,597945.8,225162.8
E01029906,597925.9,235417.1
E01021661,597919.6,229354.7
E01021711,597879.8,223071.4
E01021713,597854.1,223595
E01024039,597804.7,138004.3
E01030089,597671.3,262165
E01024622,597616.9,162555.6
E01021689,597551.3,223921.9
E01023990,597446.6,145847.6
E01021715,597330.4,223008.2
E01021645,597223.6,220296.4
E01021693,597197.7,224279.8
E01026787,597155,327803.5
E01021673,597072.2,224898.3
E01021692,597040.4,223623
E01030146,597039.5,273101.9
E01026452,596917.4,315272.1
E01021921,596834.9,188748.7
E01021691,596569.3,224130.6
E01021690,596566.4,223513.9
E01030145,596524.8,273587.5
E01021675,596509.5,225123.9
E01030049,596452.4,264859.2
E01024586,596429.8,172849.5
E01021729,596413.9,227499.7
E01030065,596356.7,258723.7
E01021674,596234.6,224863.5
E01029875,596215.4,242248.6
E01026451,596188.4,307494.1
E01021906,596010.1,199418
E01021908,595990.9,210453.8
E01021876,595963.5,196776.5
E01021721,595939.6,223518.1
E01021728,595913.1,227875.8
E01023985,595898.6,149847.2
E01021905,595896.7,199963.4
E01021720,595766.3,224536.8
E01024623,595584.9,162884.5
E01024620,595572.5,172135.5
E01021719,595529.8,224931
E01021879,595350.9,195934.9
E01024588,595235.3,173636.7
E01026462,595229.6,318819.5
E01024589,595227.4,173117.2
E01021722,595206.3,223781.1
E01021904,595205.3,199852.3
E01021880,595183.3,195713
E01024621,595179.5,172623.1
E01024566,595169.2,156430.2
E01021644,595074.9,218263.4
E01021718,595028.8,225071.5
E01023986,595026.6,149102.2
E01021923,594891.2,187457.7
E01023997,594864.7,129892.9
E01021881,594822.6,196276.9
E01021901,594667.8,204640.8
E01026464,594645.7,300978.4
E01021878,594637.7,196623.2
E01030095,594578.2,275383.8
E01024587,594508,173842.5
E01024585,594501,172956.4
E01029899,594486.3,237128.4
E01024624,594460.2,162166.7
E01024617,594449.7,172125.3
E01021877,594317.5,197175.6
E01026440,594275.9,285644.6
E01021103,594252.9,121268.2
E01024038,594232.7,135115.8
E01015881,594168.6,185973.9
E01026491,594149.9,293939.9
E01024619,594121.1,172644.9
E01021922,594047.8,187635.3
E01015876,593995.3,185114
E01029907,593951.9,251212.2
E01026463,593939.6,300069.3
E01021102,593927.4,118148.1
E01015877,593897.8,185004.1
E01021730,593869.3,225980.7
E01021660,593809.1,230257.5
E01021910,593682.7,211231
E01015880,593634.7,185929.2
E01021924,593559.5,187424.4
E01030086,593501.2,262110.5
E01026748,593490.8,329946.8
E01024598,593415.1,173054.6
E01015879,593307.7,186207.8
E01026453,593268.1,312972.3
E01015882,593259.6,185845.3
E01030121,593120.1,270887.3
E01015878,593111,186505.8
E01026487,593030.8,300703.1
E01024595,593000.8,172609.6
E01024031,592965.9,140325.4
E01024629,592956.2,162944.5
E01015917,592955.8,185203.1
E01024610,592936.1,174788.1
E01015918,592914.2,184905.7
E01021654,592886.1,223315.4
E01026749,592875.4,329848.7
E01024033,592825.5,145898.4
E01015920,592734.5,184506.8
E01015915,592724.7,185715.4
E01024611,592555.7,174714.9
E01024612,592539.3,174529.1
E01015914,592446.1,186120.9
E01026438,592428.3,307288.4
E01026782,592416.1,335400.1
E01024591,592346.1,164257.5
E01030085,592338.9,265067.6
E01015919,592332.8,184856.5
E01026745,592314.1,330391.2
E01015916,592277.8,185344.8
E01024592,592249.5,163501.1
E01030084,592214.1,265368.4
E01024609,592206.9,174898.2
E01024594,592206.4,172400.5
E01021117,592149.8,120572.8
E01024593,592117.9,164337.1
E01026747,592116.5,329688.8
E01021917,592011.4,188917.1
E01024600,591890.1,162968.8
E01024613,591880.3,174708.1
E01026746,591858.5,330516.8
E01024614,591853,174539.2
E01015885,591851.3,186054.1
E01015893,591826.4,185068.3
E01026490,591804.6,300367
E01024616,591797.2,173844.1
E01026486,591762.7,301046.2
E01021118,591759.5,120286.2
E01021900,591736.1,201097
E01024590,591723.8,163983.4
E01026764,591667.4,343379.6
E01024599,591546.2,163490.5
E01026488,591528,300761.7
E01029898,591503.4,249237.5
E01026763,591481.5,343057.1
E01024601,591447.8,162970.8
E01021119,591382.5,120648.9
E01015890,591368.1,185494.7
E01024615,591342.7,173971.6
E01024596,591280.9,172163.5
E01024578,591246.1,165724.3
E01015883,591239.3,186087.8
E01021899,591196.3,202105.5
E01021911,591142.4,214374.8
E01021678,591082.9,223429.2
E01029880,590973.8,236668
E01024579,590963.1,166330.7
E01029922,590959.3,244926.8
E01024597,590901.7,171522.7
E01021643,590897.9,217612.5
E01021915,590888.6,192591.9
E01015888,590789.3,186702.1
E01024576,590782.1,165701.7
E01015889,590759.3,185177.8
E01024608,590742.7,163574.3
E01024607,590704.6,162514.8
E01026489,590699.5,300609
E01026442,590691.9,323211.5
E01024584,590547.4,164856.6
E01024606,590533.4,163199.8
E01021873,590481.8,202260
E01021875,590474.4,199398.1
E01024577,590438.1,165986.8
E01024583,590300.2,165247.4
E01024035,590219.8,147060.9
E01030138,590192.6,260139
E01024561,590166.9,164259.3
E01015887,590165.3,186712.1
E01021677,590134.1,223369.7
E01015886,590128.1,187048
E01030133,590120.9,269737.5
E01024559,590120.6,163751.5
E01024628,590115.9,160164.2
E01015894,590114.5,185528.1
E01024582,590093.4,164684.5
E01015884,590085.9,186061.8
E01026437,590069.7,301990.1
E01021723,590050.4,216053.5
E01021916,590041.6,194492.3
E01024560,590039.4,163410.7
E01021663,590025.7,225629.8
E01015891,589994.1,184873.1
E01021909,589940.5,210367
E01024631,589877.2,161682.6
E01024630,589852.8,162851
E01024562,589845.9,163922.7
E01024574,589845.8,167712.8
E01023998,589829.6,127452.4
E01021662,589819.6,229146.5
E01024362,589781.4,151435.4
E01024026,589773.1,133261.6
E01015892,589766.4,185415.1
E01015873,589729.4,186198.5
E01030132,589723.6,273482.1
E01029890,589607.5,240147.7
E01015872,589605.1,186501.3
E01024032,589567.9,137357.7
E01029923,589506.1,244712.1
E01024567,589446.3,164463.4
E01015875,589429.2,187044.2
E01021101,589418.2,116994.3
E01024632,589410.5,163254.6
E01029921,589393.5,242503.3
E01015839,589390.8,185853.5
E01015870,589376.6,186624.4
E01024361,589371.3,152204.7
E01021727,589335.9,216641.3
E01021726,589332.4,217016.2
E01021724,589301.7,216060.4
E01029889,589232.8,240538.6
E01015841,589205.1,185087
E01024569,589202.7,163939.1
E01030094,589185.4,277705.1
E01015843,589156.7,186093.3
E01015842,589146.9,185205.1
E01024012,589106.2,134971.8
E01030104,589094.6,266990.1
E01021116,589093.9,122426.1
E01015840,589086.9,185499.4
E01015869,588986.2,186594.6
E01015871,588928.1,187192.6
E01015844,588897.8,185918.5
E01021725,588881.5,215569
E01024568,588863.1,164947.3
E01029891,588769.3,239734.3
E01029888,588724.9,241220.2
E01029887,588623.4,240332
E01024024,588560.1,133727.7
E01029886,588547.3,240796.9
E01024025,588539.6,133238.9
E01016071,588454.7,176286.9
E01015897,588435.5,186808.6
E01026495,588403.7,306580.1
E01024011,588354.6,135317.2
E01015852,588305.9,185482.5
E01026470,588270.3,283823.2
E01015898,588235.9,186255.1
E01029913,588232,241743
E01015874,588214.6,187658.9
E01026471,588198.1,283364.4
E01029914,588134.1,242616
E01015895,588106.9,186108.3
E01024036,588097.8,142559.7
E01030126,588007.8,264176.9
E01026446,588007.1,309505.4
E01026473,588000.9,284226.3
E01021952,587935.5,190512.1
E01024554,587917.8,163039.3
E01026443,587895.1,316370
E01015854,587892.1,185662.9
E01021874,587863.5,201522.4
E01029918,587862.5,241163.2
E01021956,587835.2,189415.2
E01029912,587707.8,241808.5
E01015899,587701.4,186564.4
E01021955,587695.6,190603.8
E01015866,587673.1,187756.7
E01021110,587627.2,112651.7
E01015861,587600.9,187011
E01026496,587585.9,305129.8
E01021953,587570.5,191315.1
E01026472,587561.4,284274
E01029916,587547.8,242421.3
E01015853,587504.5,185323.9
E01021407,587467.5,235073.8
E01015896,587452.3,186074.3
E01030128,587428.9,264782.8
E01021885,587388.6,207334
E01015856,587354.9,185638.2
E01026780,587350.3,328203.9
E01026469,587337.8,283615
E01021403,587310.7,219844.2
E01015867,587293.4,188490.2
E01029915,587267.8,241951.2
E01029920,587260.6,241332.8
E01026468,587237.8,283097.4
E01015862,587204,186819.5
E01030129,587168.6,263904.3
E01015900,587138.3,186270
E01029900,587121.8,247087
E01026475,587056.7,282297.7
E01026466,587051.4,284439.7
E01024009,587034.7,132275.3
E01015907,587020.6,186545.6
E01024363,587008.9,152865.9
E01015851,586990.8,185328.9
E01021930,586979.9,191211.9
E01015855,586939.3,185808
E01030127,586925.5,264760.1
E01015860,586923.4,187352.7
E01021931,586917.8,192078.3
E01029917,586877.9,242715.4
E01021882,586854.1,212520.3
E01015906,586788.4,186766.9
E01015868,586772.8,188057.3
E01015902,586693.4,186432.3
E01021932,586666.3,191759.8
E01015831,586622.6,186017.6
E01026465,586616.5,283515.8
E01015865,586609.9,188532.1
E01029919,586605.4,240877.6
E01015859,586521.1,187721.1
E01015904,586485.9,186766.3
E01021408,586465.5,228668.6
E01026477,586438.6,282365.1
E01021927,586432.8,192891.6
E01030144,586420.9,262810
E01015828,586419.4,185496.1
E01021928,586382.4,192358.3
E01021954,586379.3,190503.4
E01021402,586368.3,218904.4
E01021884,586268.8,208383.3
E01029901,586235.5,245352.4
E01015832,586183.2,186118.3
E01021929,586173.4,192998.3
E01015901,586162.9,186531.6
E01026474,586161.5,282936
E01024387,586149.4,157215.3
E01024571,586140.6,164921.8
E01015903,586128.1,186851.8
E01021914,586102,193718.4
E01021886,586063.8,207871.1
E01026476,586053.6,282575
E01015827,586021.7,185573
E01030143,586019.1,262728.9
E01026478,586016.3,281959.6
E01015858,585959.5,187586.7
E01024575,585918.7,167152.5
E01026467,585916.6,284081.3
E01021377,585906.8,222090.8
E01015905,585847.2,186687.6
E01030102,585817.1,264708
E01030093,585812.2,263633.1
E01021888,585763.6,208379.4
E01021889,585648.9,206278.2
E01021401,585645.4,218886.1
E01015822,585632.8,187040.8
E01030119,585611.4,260699.1
E01021410,585586.8,228982
E01021883,585563.4,211609.6
E01015857,585509.6,187776.4
E01030142,585482,262733.3
E01015830,585438.1,185870
E01015823,585411.4,186579.3
E01015863,585380.9,188984.2
E01021895,585312.3,206011.2
E01021893,585292.2,205694.3
E01030091,585279.9,264112.4
E01021890,585250.9,206985.2
E01021409,585250.5,229877
E01021934,585240.1,192039.5
E01015829,585181.8,186158.7
E01015824,585136.1,188027
E01030137,585126.8,265335.1
E01024366,585100.1,148898.5
E01021894,585092.7,206275.8
E01021378,585068.8,222872.6
E01023978,585060.4,138194.2
E01029881,585040.3,253103.9
E01015864,585006.8,188613.9
E01021109,584997.1,114009.7
E01021887,584925.6,208263.1
E01030136,584892.2,264649.6
E01021891,584887.4,207180.5
E01021379,584871.4,223464
E01023979,584867.1,138521.9
E01015846,584843.8,186000
E01015820,584817.2,187051.8
E01021897,584815.1,205779
E01021939,584795.4,192879.3
E01030130,584795.1,266125.8
E01015850,584765.1,186347.3
E01030092,584747.8,264024.6
E01021933,584740.8,191627.7
E01015825,584705.1,187854.3
E01021898,584614.6,206318.7
E01030147,584588.8,263370.4
E01015833,584570.5,188998.3
E01015821,584558.8,186706.9
E01030131,584515.3,266243.7
E01024570,584514.1,164281.2
E01030103,584510.4,267273.4
E01021940,584483.3,193621.2
E01021935,584442.8,192061.9
E01021902,584430.9,198922.4
E01015847,584424.7,185961.9
E01015826,584339.5,187429.5
E01024010,584312.2,130330.4
E01021896,584298.1,205893.4
E01030139,584248.4,265677.7
E01015849,584239.3,186238
E01024573,584227.6,167187.5
E01015848,584183.3,185802.1
E01021936,584175.7,192482.8
E01021938,584162.5,193113.1
E01021892,584153.7,206820.1
E01021004,584138.8,111796.8
E01021912,584135.3,212325.5
E01015835,584110.6,188648.6
