"E01009992"	"5"
"E01009993"	"13"
"E01009994"	"17"
"E01009995"	"8"
"E01009996"	"8"
"E01009997"	"10"
"E01009998"	"22"
"E01009999"	"12"
"E01004953"	"12"
"E01004952"	"3"
"E01004951"	"5"
"E01004950"	"16"
"E01004957"	"16"
"E01004956"	"14"
"E01004955"	"9"
"E01004954"	"20"
"E01004959"	"21"
"E01004958"	"27"
"E01005392"	"38"
"E01005393"	"14"
"E01005390"	"12"
"E01005391"	"8"
"E01005396"	"4"
"E01005397"	"6"
"E01005394"	"7"
"E01005395"	"3"
"E01005398"	"12"
"E01005399"	"2"
"W01000043"	"8"
"W01000042"	"5"
"W01000041"	"16"
"W01000040"	"5"
"W01000047"	"9"
"W01000044"	"3"
"W01000049"	"20"
"W01000048"	"4"
"E01010393"	"7"
"W01001600"	"15"
"W01001601"	"7"
"W01001608"	"6"
"W01001609"	"19"
"E01004045"	"11"
"E01004044"	"6"
"E01004047"	"13"
"E01004046"	"8"
"E01004041"	"13"
"E01004040"	"64"
"E01004043"	"10"
"E01004042"	"39"
"E01004049"	"9"
"E01004048"	"17"
"E01001679"	"10"
"E01001678"	"1"
"E01001675"	"24"
"E01001674"	"11"
"E01001677"	"21"
"E01001676"	"23"
"E01001671"	"17"
"E01001673"	"24"
"E01001672"	"18"
"E01007633"	"12"
"E01007632"	"16"
"E01007631"	"3"
"E01007630"	"7"
"E01007637"	"13"
"E01007636"	"15"
"E01007635"	"11"
"E01007634"	"34"
"E01029928"	"18"
"E01007639"	"58"
"E01007638"	"15"
"W01001040"	"11"
"W01001041"	"8"
"E01018444"	"13"
"E01018445"	"40"
"E01018446"	"9"
"E01018447"	"54"
"E01018440"	"12"
"E01018441"	"8"
"E01018442"	"16"
"E01018443"	"1"
"E01018448"	"15"
"E01018449"	"4"
"E01017328"	"12"
"E01017329"	"5"
"E01017320"	"1"
"E01017321"	"2"
"E01017322"	"14"
"E01017323"	"3"
"E01017324"	"1"
"E01017325"	"13"
"E01017326"	"72"
"E01017327"	"33"
"E01007099"	"21"
"E01007098"	"3"
"E01007097"	"4"
"E01007096"	"6"
"E01007095"	"17"
"E01007092"	"9"
"E01007091"	"5"
"E01007090"	"5"
"E01006942"	"10"
"E01006943"	"4"
"E01006940"	"3"
"E01006941"	"5"
"E01006946"	"6"
"E01006947"	"2"
"E01006944"	"18"
"E01006945"	"12"
"E01006948"	"11"
"E01006949"	"7"
"E01019317"	"16"
"E01019316"	"3"
"E01019315"	"6"
"E01019314"	"2"
"E01019313"	"2"
"E01019312"	"1"
"E01019311"	"5"
"E01019310"	"2"
"E01019319"	"3"
"E01019318"	"20"
"E01024714"	"21"
"W01001161"	"10"
"E01029516"	"2"
"E01029517"	"12"
"E01014008"	"8"
"E01014009"	"4"
"E01014000"	"4"
"E01014001"	"3"
"E01014002"	"9"
"E01014003"	"2"
"E01014004"	"4"
"E01014005"	"27"
"E01014006"	"3"
"E01014007"	"13"
"E01007799"	"14"
"E01011560"	"15"
"E01011561"	"8"
"E01011562"	"5"
"E01011563"	"5"
"E01011565"	"4"
"E01011566"	"2"
"E01011567"	"3"
"E01011568"	"3"
"E01011569"	"22"
"E01028494"	"5"
"E01028495"	"8"
"E01028496"	"7"
"E01028497"	"7"
"E01028490"	"4"
"E01028491"	"4"
"E01023635"	"9"
"E01014918"	"2"
"E01014919"	"12"
"E01028492"	"4"
"E01023634"	"5"
"E01014912"	"6"
"E01014913"	"7"
"E01014910"	"10"
"E01014911"	"4"
"E01014916"	"17"
"E01014917"	"10"
"E01014914"	"7"
"E01014915"	"10"
"E01023636"	"8"
"E01023631"	"12"
"E01023630"	"8"
"E01023633"	"24"
"E01028498"	"3"
"E01023632"	"7"
"E01028499"	"3"
"E01016510"	"1"
"E01016511"	"20"
"E01016512"	"93"
"E01016513"	"8"
"E01016514"	"13"
"E01016515"	"5"
"E01016516"	"16"
"E01016517"	"1"
"E01016518"	"4"
"E01016519"	"13"
"E01022997"	"7"
"E01022996"	"8"
"E01022995"	"1"
"E01022994"	"4"
"E01022993"	"9"
"E01022992"	"3"
"E01022991"	"6"
"E01022990"	"5"
"E01027749"	"26"
"E01027748"	"3"
"E01022999"	"13"
"E01022998"	"13"
"E01026298"	"15"
"E01026299"	"15"
"E01026290"	"8"
"E01026291"	"8"
"E01026292"	"4"
"E01026293"	"9"
"E01026294"	"5"
"E01026296"	"2"
"E01026297"	"8"
"E01029519"	"8"
"E01025679"	"25"
"E01025678"	"7"
"E01025673"	"23"
"E01025672"	"9"
"E01025671"	"20"
"E01025670"	"6"
"E01025677"	"1"
"E01025676"	"8"
"E01025675"	"4"
"E01025674"	"4"
"E01021749"	"12"
"E01021748"	"25"
"E01021743"	"9"
"E01021742"	"4"
"E01021741"	"17"
"E01021740"	"3"
"E01021747"	"4"
"E01021746"	"9"
"E01021745"	"15"
"E01021744"	"10"
"E01013070"	"1"
"E01013071"	"9"
"E01013072"	"5"
